Book,Author,Chapter,Paragraph,TEA,CRY
Jane Eyre,Charlotte Bronte,II,"&ldquo;She has screamed out on purpose,&rdquo; declared Abbot, in some disgust.
&ldquo;And what a scream! If she had been in great pain one would have excused
it, but she only wanted to bring us all here: I know her naughty tricks.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,II,"&ldquo;What is all this?&rdquo; demanded another voice peremptorily; and Mrs.
Reed came along the corridor, her cap flying wide, her gown rustling stormily.
&ldquo;Abbot and Bessie, I believe I gave orders that Jane Eyre should be left
in the red-room till I came to her myself.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,II,"&ldquo;Miss Jane screamed so loud, ma&rsquo;am,&rdquo; pleaded Bessie.",0.0,0.0
Jane Eyre,Charlotte Bronte,II,"&ldquo;Let her go,&rdquo; was the only answer. &ldquo;Loose Bessie&rsquo;s
hand, child: you cannot succeed in getting out by these means, be assured. I
abhor artifice, particularly in children; it is my duty to show you that tricks
will not answer: you will now stay here an hour longer, and it is only on
condition of perfect submission and stillness that I shall liberate you
then.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,II,"&ldquo;O aunt! have pity! Forgive me! I cannot endure it&mdash;let me be
punished some other way! I shall be killed if&mdash;&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,II,"&ldquo;Silence! This violence is all most repulsive:&rdquo; and so, no doubt,
she felt it. I was a precocious actress in her eyes; she sincerely looked on me
as a compound of virulent passions, mean spirit, and dangerous duplicity.",0.0,0.0
Jane Eyre,Charlotte Bronte,II,"Bessie and Abbot having retreated, Mrs. Reed, impatient of my now frantic
anguish and wild sobs, abruptly thrust me back and locked me in, without
farther parley. I heard her sweeping away; and soon after she was gone, I
suppose I had a species of fit: unconsciousness closed the scene.",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"The next thing I remember is, waking up with a feeling as if I had had a
frightful nightmare, and seeing before me a terrible red glare, crossed with
thick black bars. I heard voices, too, speaking with a hollow sound, and as if
muffled by a rush of wind or water: agitation, uncertainty, and an
all-predominating sense of terror confused my faculties. Ere long, I became
aware that some one was handling me; lifting me up and supporting me in a
sitting posture, and that more tenderly than I had ever been raised or upheld
before. I rested my head against a pillow or an arm, and felt easy.",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"In five minutes more the cloud of bewilderment dissolved: I knew quite well
that I was in my own bed, and that the red glare was the nursery fire. It was
night: a candle burnt on the table; Bessie stood at the bed-foot with a basin
in her hand, and a gentleman sat in a chair near my pillow, leaning over me.",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"I felt an inexpressible relief, a soothing conviction of protection and
security, when I knew that there was a stranger in the room, an individual not
belonging to Gateshead, and not related to Mrs. Reed. Turning from Bessie
(though her presence was far less obnoxious to me than that of Abbot, for
instance, would have been), I scrutinised the face of the gentleman: I knew
him; it was Mr. Lloyd, an apothecary, sometimes called in by Mrs. Reed when the
servants were ailing: for herself and the children she employed a physician.",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"&ldquo;Well, who am I?&rdquo; he asked.",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"I pronounced his name, offering him at the same time my hand: he took it,
smiling and saying, &ldquo;We shall do very well by-and-by.&rdquo; Then he laid
me down, and addressing Bessie, charged her to be very careful that I was not
disturbed during the night. Having given some further directions, and intimated
that he should call again the next day, he departed; to my grief: I felt so
sheltered and befriended while he sat in the chair near my pillow; and as he
closed the door after him, all the room darkened and my heart again sank:
inexpressible sadness weighed it down.",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"&ldquo;Do you feel as if you should sleep, Miss?&rdquo; asked Bessie, rather
softly.",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"Scarcely dared I answer her; for I feared the next sentence might be rough.
&ldquo;I will try.&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"&ldquo;Would you like to drink, or could you eat anything?&rdquo;",0.0,0.0
Jane Eyre,Charlotte Bronte,III,"&ldquo;No, thank you, Bessie.&rdquo;",0.0,0.0
